id,resolved,first_observed,last_observed,observations,min_cust_aff,max_cust_aff,min_start,max_etr,last_cause,longitude,latitude,county,neighborhood
597149,1,"2022-10-04T14:46:41Z","2022-10-07T05:25:21Z",360,4,4,"2022-09-24T03:56:25Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.36162,45.62435,"Colchester",
597152,1,"2022-10-04T14:46:41Z","2022-10-07T02:05:26Z",340,4,4,"2022-10-04T14:31:18Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.65591,45.46891,"Pictou",
597148,1,"2022-10-04T14:46:41Z","2022-10-06T07:35:34Z",230,4,4,"2022-10-04T14:29:41Z","2022-10-08T02:00:00Z","High Winds and Rain",-61.99947,45.02258,"Guysborough",
597153,1,"2022-10-04T14:46:41Z","2022-10-05T17:06:06Z",159,4,4,"2022-10-04T14:32:28Z","2022-10-07T02:00:00Z","High Winds and Rain",-60.19711,46.12536,"Cape Breton",
597169,1,"2022-10-04T14:46:41Z","2022-10-05T15:56:15Z",152,4,4,"2022-10-04T13:03:00Z","2022-10-08T02:00:00Z","High Winds and Rain",-60.19059,46.16465,"Cape Breton",
597093,1,"2022-10-04T14:46:41Z","2022-10-05T14:26:16Z",143,4,4,"2022-09-26T14:38:03Z","2022-10-07T02:00:00Z","High Winds and Rain",-60.24783,46.11837,"Cape Breton",
597150,1,"2022-10-04T14:46:41Z","2022-10-05T11:46:15Z",127,4,4,"2022-10-04T14:32:01Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.6666,45.56243,"Pictou",
597156,1,"2022-10-04T14:46:41Z","2022-10-05T09:16:13Z",112,12,12,"2022-10-04T12:42:30Z","2022-10-06T02:00:00Z","High Winds and Rain",-59.98734,46.19994,"Cape Breton",
597172,1,"2022-10-04T14:46:41Z","2022-10-05T04:36:22Z",84,4,4,"2022-09-28T21:04:50Z","2022-10-08T02:00:00Z","High Winds and Rain",-59.95357,46.20443,"Cape Breton",
597181,1,"2022-10-04T14:56:49Z","2022-10-07T18:55:13Z",434,13,13,,,,-62.65955,45.55271,"Pictou",
597178,1,"2022-10-04T14:56:49Z","2022-10-05T19:16:04Z",171,4,4,,,,-62.2843,45.69428,"Pictou",
597174,1,"2022-10-04T14:56:49Z","2022-10-05T17:06:06Z",158,4,4,"2022-09-27T21:50:38Z","2022-10-08T02:00:00Z","High Winds and Rain",-59.94212,46.12286,"Cape Breton",
597187,1,"2022-10-04T14:56:49Z","2022-10-05T15:26:15Z",148,4,4,"2022-09-28T15:30:51Z","2022-10-07T02:00:00Z","High Winds and Rain",-60.20731,46.11988,"Cape Breton",
597183,1,"2022-10-04T14:56:49Z","2022-10-05T03:06:15Z",74,18,18,,,,-59.95908,46.1877,"Cape Breton",
597184,1,"2022-10-04T14:56:49Z","2022-10-05T02:56:15Z",73,5,5,"2022-09-24T07:03:13Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.27197,45.39742,"Colchester",
597295,1,"2022-10-04T15:06:42Z","2022-10-08T02:05:03Z",476,4,4,"2022-10-01T22:46:18Z","2022-10-09T02:00:00Z","High Winds and Rain",-62.74144,45.68694,"Pictou",
597279,1,"2022-10-04T15:06:42Z","2022-10-07T04:55:22Z",355,4,4,"2022-10-01T05:39:39Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.56231,45.64854,"Pictou",
597265,1,"2022-10-04T15:06:42Z","2022-10-06T07:05:40Z",225,7,7,,,,-62.57839,45.62519,"Pictou",
597320,1,"2022-10-04T15:06:42Z","2022-10-06T07:05:40Z",225,4,4,"2022-10-03T12:53:02Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.3857,45.42641,"Colchester",
597197,1,"2022-10-04T15:06:42Z","2022-10-05T02:56:15Z",72,60,60,,,,-63.26731,45.36131,"Colchester",
597294,1,"2022-10-04T15:06:42Z","2022-10-05T02:56:15Z",72,4,4,"2022-10-03T18:18:02Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.9931,45.22239,"Colchester",
597417,1,"2022-10-04T15:16:46Z","2022-10-06T16:55:37Z",282,4,4,"2022-09-29T14:08:00Z","2022-10-07T02:00:00Z","High Winds and Rain",-60.31267,46.1484,"Cape Breton",
597387,1,"2022-10-04T15:16:46Z","2022-10-06T07:05:40Z",224,4,4,,,,-62.57913,45.65686,"Pictou",
597421,1,"2022-10-04T15:16:46Z","2022-10-05T22:05:57Z",186,4,4,"2022-10-04T15:06:58Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.64952,45.7143,"Pictou",
597357,1,"2022-10-04T15:16:46Z","2022-10-05T19:16:04Z",169,5,5,,,,-63.53344,45.43224,"Colchester",
597327,1,"2022-10-04T15:16:46Z","2022-10-05T16:06:13Z",150,4,4,"2022-09-24T17:54:43Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.7186,45.31376,"Hants",
597402,1,"2022-10-04T15:16:46Z","2022-10-05T06:46:06Z",94,4,4,"2022-10-04T15:01:00Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.90959,45.22765,"Colchester",
597438,1,"2022-10-04T15:26:34Z","2022-10-09T20:14:47Z",674,9,9,"2022-09-26T21:06:22Z","2022-10-10T02:01:00Z","High Winds and Rain",-62.66733,45.69498,"Pictou",
597440,1,"2022-10-04T15:26:34Z","2022-10-08T19:54:55Z",561,4,4,"2022-10-04T15:10:00Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.24565,45.3558,"Colchester",
597446,1,"2022-10-04T15:26:34Z","2022-10-06T16:15:40Z",277,4,4,"2022-10-04T07:24:40Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.26262,45.66932,"Pictou",
597428,1,"2022-10-04T15:26:34Z","2022-10-06T01:05:55Z",203,4,4,"2022-09-27T12:19:17Z","2022-10-08T02:00:00Z","High Winds and Rain",-59.9645,46.17868,"Cape Breton",
597426,1,"2022-10-04T15:26:34Z","2022-10-05T19:16:04Z",168,4,4,"2022-10-04T15:09:00Z","2022-10-08T02:00:00Z","High Winds and Rain",-60.22708,45.81525,"Cape Breton",
597425,1,"2022-10-04T15:26:34Z","2022-10-05T04:56:11Z",82,4,4,"2022-09-24T04:54:48Z","2022-10-08T02:00:00Z","High Winds and Rain",-59.94043,46.00884,"Cape Breton",
597445,1,"2022-10-04T15:26:34Z","2022-10-05T03:56:10Z",76,4,4,"2022-10-04T15:13:00Z","2022-10-07T02:00:00Z","High Winds and Rain",-60.11719,46.16028,"Cape Breton",
597476,1,"2022-10-04T15:36:48Z","2022-10-05T13:26:10Z",132,5,5,,,,-62.70986,45.55064,"Pictou",
597458,1,"2022-10-04T15:36:48Z","2022-10-05T12:26:15Z",126,4,4,,,,-60.10022,46.0243,"Cape Breton",
597497,1,"2022-10-04T15:46:44Z","2022-10-07T05:35:20Z",355,4,4,"2022-09-24T04:26:16Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.05674,45.71916,"Pictou",
597607,1,"2022-10-04T15:46:44Z","2022-10-06T22:06:08Z",310,4,4,"2022-09-28T22:35:07Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.53973,45.56168,"Pictou",
597506,1,"2022-10-04T15:46:44Z","2022-10-06T13:15:41Z",257,4,4,"2022-09-30T23:44:23Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.79047,45.6334,"Pictou",
597499,1,"2022-10-04T15:46:44Z","2022-10-06T07:35:34Z",224,12,12,"2022-10-03T21:03:40Z","2022-10-07T02:00:00Z","High Winds and Rain",-62.02794,45.02101,,
597505,1,"2022-10-04T15:46:44Z","2022-10-05T21:35:54Z",180,4,4,"2022-10-04T15:26:50Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.57334,45.6401,"Pictou",
597504,1,"2022-10-04T15:46:44Z","2022-10-05T14:16:14Z",136,4,4,"2022-10-04T15:28:01Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.3703,45.40658,"Colchester",
597636,1,"2022-10-04T15:46:44Z","2022-10-05T13:46:10Z",133,4,4,"2022-09-28T22:36:46Z","2022-10-08T02:00:00Z","High Winds and Rain",-62.04833,45.73973,"Antigonish",
597500,1,"2022-10-04T15:46:44Z","2022-10-05T13:16:23Z",130,4,4,"2022-10-03T13:46:09Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.30762,45.69679,"Colchester",
597501,1,"2022-10-04T15:46:44Z","2022-10-05T10:56:04Z",116,9,9,"2022-10-04T15:03:11Z","2022-10-09T02:00:00Z","High Winds and Rain",-63.19898,45.59741,"Colchester",
597498,1,"2022-10-04T15:46:44Z","2022-10-05T02:36:24Z",66,4,4,"2022-10-04T15:38:59Z","2022-10-05T04:00:00Z","Cause Being Investigated",-64.51981,44.37166,"Lunenburg",
597735,1,"2022-10-04T15:56:38Z","2022-10-07T11:55:13Z",386,4,4,"2022-09-24T04:26:16Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.13278,45.75206,"Pictou",
597752,1,"2022-10-04T15:56:38Z","2022-10-05T21:45:56Z",180,4,4,"2022-10-04T15:40:00Z","2022-10-06T02:00:00Z","Cause Being Investigated",-63.93843,44.52193,"Halifax",
597755,1,"2022-10-04T15:56:38Z","2022-10-05T21:35:54Z",179,4,4,"2022-10-04T15:36:11Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.61757,45.41002,"Pictou",
597753,1,"2022-10-04T15:56:38Z","2022-10-05T16:36:05Z",149,4,4,"2022-10-04T15:37:01Z","2022-10-06T02:00:00Z","High Winds and Rain",-63.55272,44.67736,"Halifax","Graham's Corner"
597829,1,"2022-10-04T16:06:43Z","2022-10-07T20:25:08Z",436,4,4,"2022-10-04T15:48:50Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.26773,45.37885,"Colchester",
597826,1,"2022-10-04T16:06:43Z","2022-10-06T19:45:33Z",294,4,4,"2022-10-04T15:49:13Z","2022-10-07T02:00:00Z","High Winds and Rain",-63.30038,45.28514,"Colchester",
597824,1,"2022-10-04T16:06:43Z","2022-10-06T15:25:39Z",268,4,4,"2022-10-03T20:29:51Z","2022-10-09T02:00:00Z","High Winds and Rain",-63.29958,45.77518,"Cumberland",
597821,1,"2022-10-04T16:06:43Z","2022-10-05T19:55:57Z",168,49,49,"2022-09-25T16:49:26Z","2022-10-07T02:00:00Z","High Winds and Rain",-63.13032,45.75251,"Pictou",
597823,1,"2022-10-04T16:06:43Z","2022-10-05T13:56:19Z",132,4,4,"2022-10-04T15:55:58Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.57024,45.63477,"Pictou",
597771,1,"2022-10-04T16:06:43Z","2022-10-05T02:26:17Z",63,6,6,,,,-63.27535,45.36131,"Colchester",
597845,1,"2022-10-04T16:16:38Z","2022-10-07T23:15:06Z",452,6,6,"2022-10-04T15:32:50Z","2022-10-09T02:00:00Z","High Winds and Rain",-62.70788,45.54492,"Pictou",
597847,1,"2022-10-04T16:16:38Z","2022-10-07T23:15:06Z",452,4,4,"2022-09-25T12:25:07Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.71029,45.54373,"Pictou",
597848,1,"2022-10-04T16:16:38Z","2022-10-07T16:45:16Z",413,4,4,"2022-10-04T16:01:27Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.05178,45.26254,"Guysborough",
597850,1,"2022-10-04T16:16:38Z","2022-10-05T19:35:58Z",165,4,4,"2022-10-03T15:03:00Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.36999,45.07169,"Colchester",
597849,1,"2022-10-04T16:16:38Z","2022-10-05T05:36:20Z",81,4,4,"2022-09-28T11:05:20Z","2022-10-08T02:00:00Z","High Winds and Rain",-59.9755,46.19164,"Cape Breton",
597905,1,"2022-10-04T16:26:34Z","2022-10-07T15:05:16Z",402,4,4,"2022-10-03T06:20:28Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.11595,45.22016,"Colchester",
598001,1,"2022-10-04T16:36:34Z","2022-10-07T05:25:21Z",349,4,4,"2022-09-24T04:26:16Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.14133,45.74993,"Pictou",
598009,1,"2022-10-04T16:36:34Z","2022-10-07T05:25:21Z",349,4,4,"2022-09-24T08:12:00Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.77309,45.61057,"Pictou",
597950,1,"2022-10-04T16:36:34Z","2022-10-06T15:25:39Z",265,4,4,,,,-63.29594,45.77653,"Cumberland",
598012,1,"2022-10-04T16:36:34Z","2022-10-05T14:26:16Z",132,4,4,"2022-10-04T14:40:07Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.23499,45.35724,"Colchester",
597924,1,"2022-10-04T16:36:34Z","2022-10-05T13:46:10Z",128,4,4,"2022-09-24T08:39:55Z","2022-10-07T02:00:00Z","High Winds and Rain",-59.97258,46.19699,"Cape Breton",
598011,1,"2022-10-04T16:36:34Z","2022-10-05T07:26:13Z",90,4,4,"2022-10-04T16:17:56Z","2022-10-10T02:00:00Z","High Winds and Rain",-61.98085,45.63116,"Antigonish",
597932,1,"2022-10-04T16:36:34Z","2022-10-05T04:36:22Z",73,14,14,,,,-60.18456,46.14009,"Cape Breton",
598092,1,"2022-10-04T16:46:48Z","2022-10-09T18:44:48Z",657,4,4,"2022-09-24T09:54:43Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.7059,45.26577,"Halifax",
598101,1,"2022-10-04T16:46:48Z","2022-10-09T14:44:49Z",633,4,4,"2022-10-04T16:30:08Z","2022-10-10T02:00:00Z","High Winds and Rain",-60.92572,46.45678,"Inverness",
598052,1,"2022-10-04T16:46:48Z","2022-10-05T22:45:48Z",181,4,4,,,,-63.29004,45.32131,"Colchester",
598091,1,"2022-10-04T16:46:48Z","2022-10-05T22:45:48Z",181,4,4,"2022-09-24T19:42:52Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.57633,45.44149,"Colchester",
598071,1,"2022-10-04T16:46:48Z","2022-10-05T19:35:58Z",162,4,4,,,,-63.18537,45.36434,"Colchester",
598050,1,"2022-10-04T16:46:48Z","2022-10-05T06:06:10Z",81,4,4,,,,-59.98219,46.17656,"Cape Breton",
598129,1,"2022-10-04T16:56:37Z","2022-10-07T23:15:06Z",448,4,4,"2022-10-04T16:45:15Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.26392,45.65343,"Pictou",
598126,1,"2022-10-04T16:56:37Z","2022-10-06T19:05:41Z",285,11,11,"2022-10-04T16:38:11Z","2022-10-07T02:00:00Z","High Winds and Rain",-60.28601,45.94211,"Cape Breton",
598127,1,"2022-10-04T16:56:37Z","2022-10-05T21:35:54Z",173,4,4,"2022-10-04T16:47:58Z","2022-10-08T02:00:00Z","High Winds and Rain",-63.39226,45.20639,"Colchester",
598121,1,"2022-10-04T16:56:37Z","2022-10-05T20:45:54Z",168,4,4,,,,-63.54683,45.60517,"Cumberland",
598124,1,"2022-10-04T16:56:37Z","2022-10-05T19:26:05Z",160,4,4,"2022-10-01T22:08:41Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.09897,45.50706,"Colchester",
598131,1,"2022-10-04T16:56:37Z","2022-10-05T15:16:11Z",135,8,8,"2022-10-03T19:52:54Z","2022-10-09T02:00:00Z","High Winds and Rain",-62.92555,45.51587,"Pictou",
598133,1,"2022-10-04T16:56:37Z","2022-10-05T14:26:16Z",130,4,4,"2022-10-04T16:45:21Z","2022-10-08T02:00:00Z","High Winds and Rain",-60.10764,46.06271,"Cape Breton",
598116,1,"2022-10-04T16:56:37Z","2022-10-05T10:26:12Z",106,63,64,"2022-10-04T10:49:40Z","2022-10-09T02:00:00Z","High Winds and Rain",-63.08807,45.4981,"Colchester",
598115,1,"2022-10-04T16:56:37Z","2022-10-05T06:46:06Z",84,4,4,"2022-10-04T16:47:18Z","2022-10-06T02:00:00Z","Cause Being Investigated",-63.50897,44.66697,"Halifax","Portland Estates"
598119,1,"2022-10-04T16:56:37Z","2022-10-05T05:16:08Z",75,4,4,,,,-60.22208,46.11077,"Cape Breton",
598195,1,"2022-10-04T17:06:41Z","2022-10-05T18:26:04Z",153,4,4,,,,-63.31089,45.21632,"Colchester",
598175,1,"2022-10-04T17:06:41Z","2022-10-05T14:36:39Z",130,4,4,,,,-62.76206,45.58419,"Pictou",
598241,1,"2022-10-04T17:06:41Z","2022-10-05T13:56:19Z",126,4,4,"2022-10-04T16:53:56Z","2022-10-08T02:00:00Z","High Winds and Rain",-60.30558,46.11643,"Cape Breton",
598247,1,"2022-10-04T17:06:41Z","2022-10-05T10:06:09Z",103,4,4,"2022-10-04T16:51:01Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.39223,45.45121,"Colchester",
598278,1,"2022-10-04T17:16:54Z","2022-10-07T00:45:29Z",317,4,4,"2022-10-02T15:06:11Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.54561,45.64347,"Pictou",
598249,1,"2022-10-04T17:16:54Z","2022-10-06T12:35:38Z",244,4,4,"2022-10-04T14:17:43Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.70324,45.76096,"Pictou",
598275,1,"2022-10-04T17:16:54Z","2022-10-06T07:05:40Z",212,4,4,"2022-10-02T17:29:42Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.26398,45.36691,"Colchester",
598290,1,"2022-10-04T17:26:57Z","2022-10-08T13:55:00Z",523,4,4,,,,-62.57497,45.6536,"Pictou",
598303,1,"2022-10-04T17:26:57Z","2022-10-07T20:55:09Z",431,4,4,"2022-09-30T19:11:03Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.67902,45.52425,"Pictou",
598295,1,"2022-10-04T17:26:57Z","2022-10-06T22:35:27Z",303,4,4,"2022-10-04T16:46:26Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.30906,45.42733,"Colchester",
598293,1,"2022-10-04T17:26:57Z","2022-10-05T21:15:56Z",168,17,17,"2022-10-04T17:08:59Z","2022-10-07T02:00:00Z","High Winds and Rain",-63.26584,45.70222,"Colchester",
598294,1,"2022-10-04T17:26:57Z","2022-10-05T18:26:04Z",151,116,117,"2022-10-04T17:00:55Z","2022-10-08T02:00:00Z","High Winds and Rain",-62.73629,45.25275,"Halifax",
598300,1,"2022-10-04T17:26:57Z","2022-10-05T09:36:05Z",98,4,4,"2022-09-28T17:44:12Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.66114,45.64087,"Pictou",
598301,1,"2022-10-04T17:26:57Z","2022-10-05T09:06:13Z",95,4,4,"2022-10-04T17:14:48Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.42694,45.21846,"Hants",
598299,1,"2022-10-04T17:26:57Z","2022-10-05T08:46:05Z",93,4,4,"2022-10-04T17:09:48Z","2022-10-08T02:00:00Z","High Winds and Rain",-64.14862,45.79424,"Cumberland",
598417,1,"2022-10-04T17:36:34Z","2022-10-10T15:04:43Z",730,4,4,"2022-10-04T05:34:48Z","2022-10-10T21:01:00Z","High Winds and Rain",-62.88917,45.53949,"Pictou",
598455,1,"2022-10-04T17:36:34Z","2022-10-07T04:35:27Z",338,4,4,"2022-09-28T16:49:49Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.66434,45.69726,"Pictou",
598309,1,"2022-10-04T17:36:34Z","2022-10-06T23:45:25Z",309,4,4,"2022-10-02T21:40:49Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.84519,45.57389,"Pictou",
598460,1,"2022-10-04T17:36:34Z","2022-10-06T23:45:25Z",309,4,4,"2022-10-01T23:57:11Z","2022-10-09T02:00:00Z","High Winds and Rain",-62.84685,45.58325,"Pictou",
598462,1,"2022-10-04T17:36:34Z","2022-10-06T23:45:25Z",309,4,4,"2022-10-02T21:23:41Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.84941,45.56858,"Pictou",
598439,1,"2022-10-04T17:36:34Z","2022-10-06T20:15:33Z",288,13,14,"2022-10-04T17:15:59Z","2022-10-09T02:00:00Z","High Winds and Rain",-62.97141,45.63003,"Pictou",
598441,1,"2022-10-04T17:36:34Z","2022-10-06T20:15:33Z",288,37,38,"2022-10-04T17:13:28Z","2022-10-09T02:00:00Z","High Winds and Rain",-62.92427,45.6384,"Pictou",
598440,1,"2022-10-04T17:36:34Z","2022-10-06T07:25:41Z",212,4,4,"2022-10-04T17:25:14Z","2022-10-10T02:00:00Z","High Winds and Rain",-61.9823,45.63337,"Antigonish",
598459,1,"2022-10-04T17:36:34Z","2022-10-06T00:15:54Z",185,4,4,"2022-09-28T11:05:22Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.87821,45.55393,"Pictou",
598451,1,"2022-10-04T17:36:34Z","2022-10-05T22:45:48Z",176,4,4,"2022-10-02T21:33:12Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.84644,45.5689,"Pictou",
598461,1,"2022-10-04T17:36:34Z","2022-10-05T21:15:56Z",167,4,4,"2022-09-24T03:42:12Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.92294,45.53223,"Pictou",
598381,1,"2022-10-04T17:36:34Z","2022-10-05T20:36:04Z",163,30,30,,,,-62.91778,45.53766,"Pictou",
598422,1,"2022-10-04T17:36:34Z","2022-10-05T20:36:04Z",163,4,4,"2022-09-24T03:42:12Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.92433,45.534,"Pictou",
598405,1,"2022-10-04T17:36:34Z","2022-10-05T17:06:06Z",142,52,52,"2022-09-24T09:18:45Z","2022-10-06T02:00:00Z","High Winds and Rain",-62.89419,45.56645,"Pictou",
598438,1,"2022-10-04T17:36:34Z","2022-10-05T16:36:05Z",139,4,4,"2022-10-04T17:18:31Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.24852,45.40884,"Colchester",
598408,1,"2022-10-04T17:36:34Z","2022-10-05T16:16:14Z",137,4,4,"2022-10-04T17:18:54Z","2022-10-10T02:00:00Z","High Winds and Rain",-61.9555,45.35272,"Guysborough",
598411,1,"2022-10-04T17:36:34Z","2022-10-05T12:36:19Z",115,4,4,"2022-09-25T17:32:04Z","2022-10-07T02:00:00Z","High Winds and Rain",-60.17967,46.15748,"Cape Breton",
598412,1,"2022-10-04T17:36:34Z","2022-10-05T05:06:13Z",70,4,4,"2022-10-02T15:41:06Z","2022-10-07T02:00:00Z","High Winds and Rain",-60.17764,46.15513,"Cape Breton",
598454,1,"2022-10-04T17:36:34Z","2022-10-05T02:56:15Z",57,4,4,"2022-10-04T12:39:50Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.89156,45.53901,"Pictou",
598464,1,"2022-10-04T17:46:36Z","2022-10-09T21:04:45Z",665,4,4,"2022-09-26T11:20:07Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.67591,45.69017,"Pictou",
598722,1,"2022-10-04T17:56:43Z","2022-10-10T14:27:41Z",724,4,4,"2022-10-04T17:43:39Z","2022-10-10T21:01:00Z","High Winds and Rain",-62.75917,45.69743,"Pictou",
598684,1,"2022-10-04T17:56:43Z","2022-10-07T23:25:08Z",443,4,4,"2022-10-04T17:43:33Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.76608,45.59974,"Pictou",
598686,1,"2022-10-04T17:56:43Z","2022-10-07T16:05:17Z",399,4,4,"2022-10-03T10:49:28Z","2022-10-08T02:01:00Z","High Winds and Rain",-59.9881,45.99153,"Cape Breton",
598581,1,"2022-10-04T17:56:43Z","2022-10-07T10:35:17Z",366,4,4,"2022-10-04T17:43:00Z","2022-10-10T02:00:00Z","High Winds and Rain",-61.99384,45.63965,"Antigonish",
598687,1,"2022-10-04T17:56:43Z","2022-10-06T15:05:46Z",255,4,4,"2022-10-04T17:34:59Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.34698,45.75298,"Cumberland",
598730,1,"2022-10-04T17:56:43Z","2022-10-06T07:25:41Z",210,4,4,"2022-10-04T17:49:19Z","2022-10-08T02:00:00Z","High Winds and Rain",-62.03296,45.56904,"Antigonish",
598589,1,"2022-10-04T17:56:43Z","2022-10-06T07:05:40Z",208,4,4,,,,-59.9665,46.11713,"Cape Breton",
598688,1,"2022-10-04T17:56:43Z","2022-10-06T07:05:40Z",208,12,12,"2022-09-26T03:12:56Z","2022-10-09T02:00:00Z","High Winds and Rain",-62.66332,45.55025,"Pictou",
598705,1,"2022-10-04T17:56:43Z","2022-10-05T18:36:09Z",149,4,4,"2022-09-28T18:02:43Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.47036,45.81086,"Cumberland",
598664,1,"2022-10-04T17:56:43Z","2022-10-05T16:36:05Z",137,4,4,,,,-59.96146,46.1845,"Cape Breton",
598683,1,"2022-10-04T17:56:43Z","2022-10-05T13:46:10Z",120,4,4,"2022-10-04T17:39:00Z","2022-10-10T02:00:00Z","High Winds and Rain",-61.93568,45.77582,"Antigonish",
598685,1,"2022-10-04T17:56:43Z","2022-10-05T13:06:11Z",116,4,4,"2022-10-03T18:56:51Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.89995,45.53358,"Pictou",
598682,1,"2022-10-04T17:56:43Z","2022-10-05T04:26:13Z",64,198,198,"2022-09-24T04:54:48Z","2022-10-06T02:00:00Z","High Winds and Rain",-60.29967,45.8521,"Cape Breton",
598754,1,"2022-10-04T18:06:34Z","2022-10-06T17:55:35Z",271,4,4,"2022-10-02T22:44:08Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.88564,45.53313,"Pictou",
598738,1,"2022-10-04T18:06:34Z","2022-10-06T10:25:42Z",226,8,8,,,,-62.65402,45.6051,"Pictou",
598795,1,"2022-10-04T18:16:33Z","2022-10-05T16:56:05Z",137,8,8,,,,-63.20683,45.37654,"Colchester",
598844,1,"2022-10-04T18:16:33Z","2022-10-05T12:56:14Z",113,19,19,"2022-10-04T18:03:37Z","2022-10-09T02:00:00Z","High Winds and Rain",-62.93291,45.01366,"Halifax",
598850,1,"2022-10-04T18:16:33Z","2022-10-05T07:36:11Z",81,4,4,"2022-10-04T18:06:46Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.57683,45.44889,"Colchester",
598862,1,"2022-10-04T18:26:33Z","2022-10-05T21:15:56Z",162,4,4,"2022-10-04T18:15:10Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.60696,45.52951,"Pictou",
598854,1,"2022-10-04T18:26:33Z","2022-10-05T03:16:16Z",54,4,4,"2022-10-04T18:11:01Z","2022-10-05T06:30:00Z","Cause Being Investigated",-64.77386,44.70684,"Kings",
598860,1,"2022-10-04T18:26:33Z","2022-10-05T03:06:15Z",53,6,6,"2022-10-02T19:03:27Z","2022-10-07T02:00:00Z","High Winds and Rain",-59.96572,46.18815,"Cape Breton",
598971,1,"2022-10-04T18:36:36Z","2022-10-06T07:35:34Z",207,4,4,"2022-10-04T18:22:31Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.53719,44.91458,"Halifax",
598961,1,"2022-10-04T18:36:36Z","2022-10-05T22:15:54Z",167,4,4,"2022-10-04T18:15:26Z","2022-10-10T02:00:00Z","High Winds and Rain",-62.46082,45.61598,"Pictou",
598984,1,"2022-10-04T18:36:36Z","2022-10-05T14:06:18Z",118,4,4,"2022-10-04T11:45:20Z","2022-10-07T02:00:00Z","High Winds and Rain",-60.17686,46.15851,"Cape Breton",
598863,1,"2022-10-04T18:36:36Z","2022-10-05T13:16:23Z",113,4,4,"2022-09-24T04:26:16Z","2022-10-10T02:00:00Z","High Winds and Rain",-63.13579,45.61395,"Colchester",
598870,1,"2022-10-04T18:36:36Z","2022-10-05T12:16:16Z",107,4,4,"2022-10-03T12:25:50Z","2022-10-08T02:00:00Z","High Winds and Rain",-60.20581,45.98118,"Cape Breton",
598874,1,"2022-10-04T18:36:36Z","2022-10-05T04:56:11Z",63,4,4,,,,-59.99059,45.98558,"Cape Breton",
598965,1,"2022-10-04T18:36:36Z","2022-10-05T04:16:19Z",59,4,4,"2022-09-25T17:32:09Z","2022-10-08T02:00:00Z","High Winds and Rain",-60.18692,46.16813,"Cape Breton",
